comment-id,comment,total-votes,total-agrees,total-disagrees,total-passes,group-a-votes,group-a-agrees,group-a-disagrees,group-a-passes,group-b-votes,group-b-agrees,group-b-disagrees,group-b-passes
3679,"Concerts in the Park is great…if you have a car to get there. Try having the buses run in the evenings during such special events!",73,46,5,22,23,4,3,16,50,42,2,6
3680,"Putt Putt golf",0,0,0,0,0,0,0,0,0,0,0,0
3681,"driving range for golfers",38,8,11,19,13,3,3,7,25,5,8,12
3682,"drinking water dispensers",52,29,2,21,17,5,1,11,35,24,1,10
3683,"Revitalize existing development rather than expanding city limits. Too many run down old strip malls and vacant parking lots in this town!",1,1,0,0,0,0,0,0,1,1,0,0
3684,"More indoor tennis",30,6,6,18,10,1,0,9,20,5,6,9
3685,"Indoor water park",0,0,0,0,0,0,0,0,0,0,0,0
3686,"Ariel obstacle course",0,0,0,0,0,0,0,0,0,0,0,0
3687,"A thriving downtown needs people with discretionary income to live there. Create housing downtown that exists across all economic classes.",67,47,3,17,24,9,2,13,43,38,1,4
3688,"We do NOT need to build a separate public indoor pool when we have pools at our schools which could be opened off hours.",1,1,0,0,0,0,0,0,1,1,0,0
3689,"Put an urgent care in Sugar Maple Square.",61,30,4,27,19,5,2,12,42,25,2,15
3690,"Relocate and grow the Delafield Co-op at Sugar Maple Square.",46,18,1,27,12,3,0,9,34,15,1,18
3691,"Add more drinking water fountains to parks!",66,39,2,25,23,8,1,14,43,31,1,11
3692,"We will routinely ensure all our streetlights work in the future.",62,39,2,21,19,3,2,14,43,36,0,7
3693,"Maintain agricultural zoning and focus on multi use urban development growing up rather than growing out, which would make BG more walkable",1,1,0,0,0,0,0,0,1,1,0,0
3694,"A fairness ordinance for queer citizens",1,1,0,0,0,0,0,0,1,1,0,0
3695,"It would be nice to have an indoor ice rink with 2 sheets of ice",0,0,0,0,0,0,0,0,0,0,0,0
3696,"Hear me out - a jungle/dnb music scene",1,1,0,0,0,0,0,0,1,1,0,0
3697,"Bring a zoo to BG",1,1,0,0,0,0,0,0,1,1,0,0
3698,"Bring in a Trader Joe’s",1,1,0,0,0,0,0,0,1,1,0,0
3699,"I’d love to see the downtown square feel extend out a few blocks with tree lined streets and patio seating.",72,57,2,13,25,13,2,10,47,44,0,3
3700,"Water front development - business, restaurants, residential. A greenway by the water that is beautiful and safe would be awesome",0,0,0,0,0,0,0,0,0,0,0,0
3701,"Bowling Green will have more luxury apartments with elevators.",56,24,4,28,17,4,2,11,39,20,2,17
3702,"Bowling Green will have night clubs for older populations.",46,17,7,22,15,2,2,11,31,15,5,11
3703,"In 2050, it will be possible for kids to bike to school in Bowling Green.",65,39,6,20,21,5,4,12,44,34,2,8
3704,"Whole Foods, Trader Joe’s, or more health/fresh food places!",0,0,0,0,0,0,0,0,0,0,0,0
3705,"Expand Bowling Green's job identity by bringing in more corporate and professional positions.",1,1,0,0,1,1,0,0,0,0,0,0
3706,"Our downtown is beautiful and full of character so let's promote, not destroy this character with BG's fast growth! Let's keep BG beautiful!",1,1,0,0,0,0,0,0,1,1,0,0
3707,"More Montessori schools!  More children learning opportunities through museums & play centers",0,0,0,0,0,0,0,0,0,0,0,0
3708,"I would like to see PF Changs in BG",36,6,11,19,11,2,2,7,25,4,9,12
3709,"More focus on homeless, needy, mentally ill, & those who don't get government help- the cost of living is keeping them stuck or drowning.",1,1,0,0,0,0,0,0,1,1,0,0
3710,"We need a zoo and an aquarium.",1,1,0,0,0,0,0,0,1,1,0,0
3711,"I hope the city is a pile of ash",32,2,21,9,11,1,3,7,21,1,18,2
3712,"We need an actual Arts District. Everything is scattered. We need decent museums and art galleries—not just for local art.",1,1,0,0,0,0,0,0,1,1,0,0
3713,"Absolutely! The “bike lanes” here are the worst! It’s embarrassing!",1,1,0,0,0,0,0,0,1,1,0,0
3714,"Actually, most big cities have large immigrant populations. But we should do more to educate people about the many cultures here.",1,1,0,0,0,0,0,0,1,1,0,0
3715,"We need to maintain our historic homes and landmarks instead of destroying them to build ugly parking structures & ball fields!",1,1,0,0,0,0,0,0,1,1,0,0
3716,"We need an international airport.",34,3,20,11,10,0,4,6,24,3,16,5
3717,"There should be more homeschool resources here. We have tons of homeschooled kids in BG.",54,19,6,29,14,3,1,10,40,16,5,19
3718,"We need to make it easier for young people to start businesses here so they’ll stay after they graduate from Western.",68,41,4,23,23,6,1,16,45,35,3,7
3719,"We need a decent casino!",38,4,23,11,11,0,4,7,27,4,19,4
3720,"We should appreciate WKU’s Theater & Art depts by having them create public art & do community dinner theaters.",64,33,6,25,24,3,4,17,40,30,2,8
3721,"We need a good sculpture garden!",1,1,0,0,0,0,0,0,1,1,0,0
3723,"We need to market WKU’s Art dept far & wide. One of the best art colleges ever & sadly, one of BG’s best kept secrets.",58,28,5,25,19,0,2,17,39,28,3,8
3724,"We need decent art festivals. Ours are garbage! White Squirrel made non-locals give up on our art scene. Badly done, didn’t last long.",1,1,0,0,0,0,0,0,1,1,0,0
3725,"We need a nuclear facility.",45,6,20,19,15,3,4,8,30,3,16,11
3726,"Community gardens need to have easily accessible water. Kereiakes gardens are great only if you have a car to transport water. :(",62,42,2,18,19,7,2,10,43,35,0,8
3727,"In BG 2050, I hope to see an ordinance that limits the number of vape shops.",69,38,6,25,22,6,2,14,47,32,4,11
3728,"We need a better library & more of them!",1,1,0,0,0,0,0,0,1,1,0,0
3729,"Mammoth Cave should be « the crown jewel » of local tourism. On the weekends offer bus service from Nashville to downtown BG to Mammoth.",43,11,4,28,16,0,2,14,27,11,2,14
3730,"Prioritize local businesses over box stores and chains. Start a BUY LOCAL campaign!",68,45,2,21,21,5,1,15,47,40,1,6
3731,"Create or task a group (Strongtowns?) to evaluate underutilization of public facilities and then make recommended changes!",55,20,7,28,20,3,3,14,35,17,4,14
3732,"Why did the SNAP/MEDICAID office get put in a “posh” part of town instead of the neighborhood where recipients live?",1,1,0,0,0,0,0,0,1,1,0,0
3733,"I would love to see affordable rooms to rent for parties.",59,26,1,32,20,1,0,19,39,25,1,13
3734,"Louisville Road and Russellville Road will receive equal beautification to Cemetery Road. Beautification for all corridors, not just wealthy areas.",62,41,1,20,21,5,1,15,41,36,0,5
3735,"We need smaller retail/commercial spaces for lease. The existing rentals are so expensive that it makes it tough for new entrepreneurs.",61,38,1,22,18,5,1,12,43,33,0,10
3736,"We need more and better hospitals.",1,1,0,0,0,0,0,0,1,1,0,0
3737,"Please bring us a local yarn store!",60,25,9,26,21,3,4,14,39,22,5,12
3738,"Saturday bus service!",57,33,4,20,20,3,3,14,37,30,1,6
3739,"Ever notice how people from the West End and Delafield do not come to events like Concerts in the Park? BUS SERVICES during events!",69,39,4,26,23,3,4,16,46,36,0,10
3740,"FIX THE POTHOLES!",69,44,2,23,23,8,0,15,46,36,2,8
3741,"Strengthen neighborhoods by creating districts. Major cities have Chinatowns, LGBTQ neighborhoods, & Italian Quarters. Celebrate diversity!",55,21,15,19,16,1,7,8,39,20,8,11
3742,"Too many former single family homes have been taken over as apartments for students pushing locals out. WKU must build dorms!",1,1,0,0,0,0,0,0,1,1,0,0
3743,"Replace chain businesses (coffee shops, etc) on WKU with locally owned businesses.",65,38,6,21,21,5,2,14,44,33,4,7
3744,"We need to contract with a bike rental provider like other cities do!",1,1,0,0,0,0,0,0,1,1,0,0
3745,"We will invest more in research at WKU.",70,35,9,26,24,5,4,15,46,30,5,11
3746,"We will do more to connect our private industry to academia.",55,30,2,23,17,3,1,13,38,27,1,10
3747,"It will be illegal to smoke marijuana publicly that causes an odor that bothers others.",69,38,10,21,22,8,4,10,47,30,6,11
3748,"A Costco or trader joes",1,1,0,0,0,0,0,0,1,1,0,0
3749,"Get youth from WKU involved in local government. Create a student community committee to make recommendations to improve BG.",68,35,10,23,22,3,6,13,46,32,4,10
3750,"Partner with WKU faculty to create research projects conducted by students to benefit the community and all who live here.",64,42,3,19,23,6,2,15,41,36,1,4
3751,"Let WKU students leave their mark here or develop their future home as they want - create community projects which involve them!",72,42,9,21,25,3,5,17,47,39,4,4
3752,"There is too little representation by Delafield/West End residents in local government. This MUST change. All voices to be heard.",49,20,4,25,18,1,3,14,31,19,1,11
3753,"There are some incredible civic-minded people volunteering in BG, bring some of these folks in to work with the local government.",67,42,1,24,22,6,0,16,45,36,1,8
3754,"Elected officials should be required to “live for a day” as a person confined to a wheelchair, as a person dependent on public transit, etc.",67,37,8,22,22,7,2,13,45,30,6,9
3755,"Bowling Green needs sculpture gardens to support local artists and enrich the community.",64,30,9,25,21,1,7,13,43,29,2,12
3756,"I hope our business community support all businesses regardless of political party affiliation.",49,25,3,21,16,2,1,13,33,23,2,8
3757,"Relocate Beech Bend so the traffic doesn’t interfere with private residences.",33,2,13,18,12,0,4,8,21,2,9,10
3758,"We need more support for our homeless population",0,0,0,0,0,0,0,0,0,0,0,0
3759,"Have special event bus routes/services during the fair, festivals, concerts, etc. so people w/o cars aren’t excluded.",69,46,4,19,23,7,3,13,46,39,1,6
3760,"Please encourage groups to better schedule events. We don’t need Mystic Arts Fair on the same day as White Squirrel Fest.",49,18,4,27,15,2,1,12,34,16,3,15
3761,"We need to allow more food trucks & possibly have a food truck park.",59,33,3,23,20,6,2,12,39,27,1,11
3762,"We need a large scale nature preserve with hiking & biking trails.",69,47,2,20,22,7,2,13,47,40,0,7
3763,"I envision a master plan to help streamline traffic.  A plan to beautify major roadways and bury electric cables.",1,1,0,0,1,1,0,0,0,0,0,0
3764,"Create open spaces that have bike and walking paths",1,1,0,0,1,1,0,0,0,0,0,0
3765,"Create incentives for businesses to be attracted to bowling green that can offer substantial living wages.",68,42,3,23,26,8,3,15,42,34,0,8
3766,"Attract Costco to the area",1,1,0,0,1,1,0,0,0,0,0,0
3767,"Stop with all the building restrictions out in the county! Get rid of the Big Bro drones! Why can’t you just build a shed on land you own?!",1,1,0,0,0,0,0,0,1,1,0,0
3768,"There must be a bus route to take people to Preston Miller Park and the Sims Aquatic Center! Car access only?",1,1,0,0,0,0,0,0,1,1,0,0
3769,"Create an environment that attracts young families so that Bowling Green will be known for the best city to raise a family",72,47,5,20,26,10,2,14,46,37,3,6
3770,"No bus access to Baker Arboretum?",1,1,0,0,0,0,0,0,1,1,0,0
3771,"No bus access to Bob Kirby Library with the only IDEA lab?",1,1,0,0,0,0,0,0,1,1,0,0
3772,"I don’t like having to say this, but there is too much disparity between public services for wealthy folks & us poor folks in this town.",46,20,4,22,13,4,1,8,33,16,3,14
3773,"We need disability accessible parks with lots of nature for those in wheelchairs & on crutches.",65,39,3,23,20,2,1,17,45,37,2,6
3774,"FIX ALL THE FLOODING!",41,18,3,20,17,4,1,12,24,14,2,8
3775,"We need disaster relief centers.",67,39,3,25,24,4,2,18,43,35,1,7
3776,"I want  the Shake Rag community preserved and protected. It has unfairly dwindled enough in size. I don't want it destroyed like Jonesville.",0,0,0,0,0,0,0,0,0,0,0,0
3777,"Create an environment that embraces eco tourism",62,36,3,23,22,3,1,18,40,33,2,5
3778,"Stop building on top of the caves! It’s ignorant & dangerous & it will ruin them!",55,24,3,28,19,3,2,14,36,21,1,14
3779,"Trader Joe’s Please. More pickle ball courts.",1,1,0,0,1,1,0,0,0,0,0,0
3780,"The city will have changed enough that Google updates Street View.",42,16,3,23,13,3,0,10,29,13,3,13
3781,"Bowling Green needs a good restaurant with a variety of live music for the 30 to 50 crowd.",49,23,2,24,16,3,1,12,33,20,1,12
3782,"Establish a homeless encampment somewhere safe for these folks. Bathrooms and showers. Laundry. Help.",67,25,20,22,24,4,7,13,43,21,13,9
3783,"Commercial Airline flights",1,1,0,0,1,1,0,0,0,0,0,0
3784,"We will have less apartments and more affordable single family starter homes and traditional safe neighborhoods",54,23,7,24,16,6,1,9,38,17,6,15
3785,"Give us a COSTCO.",1,1,0,0,1,1,0,0,0,0,0,0
3786,"Fewer chain restaurants.",58,31,2,25,18,5,0,13,40,26,2,12
3787,"Bring back BG’s electric rail cars of the 1920s all though downtown with spokes continuing through the county.",51,18,6,27,18,2,2,14,33,16,4,13
3788,"Public places and events that don’t revolve solely around eating, drinking alcohol, or entertaining young children.",65,40,4,21,20,5,2,13,45,35,2,8
3789,"Grow our small airport for commercial airline options",1,1,0,0,0,0,0,0,1,1,0,0
3790,"Fewer American flags at public institutions. We’re not lost, we know it’s the US.",62,20,25,17,23,4,14,5,39,16,11,12
3791,"Public celebrations of non-Christian religions and secularism.",66,29,14,23,20,4,7,9,46,25,7,14
3792,"Neighborhoods built around parks, not just supported by HOAs. Efforts like hunters crossing is doing to create food truck and holiday events",1,1,0,0,1,1,0,0,0,0,0,0
3793,"Public education events promoting inclusivity and discouraging xenophobia.",67,35,13,19,21,1,9,11,46,34,4,8
3794,"Look to places like Lausanne, Switzerland to develop a public transit system which can grow as the city grows in size.",69,35,6,28,25,4,4,17,44,31,2,11
3795,"We need an Opera house.",42,8,12,22,12,0,3,9,30,8,9,13
3796,"More restaurants that cater to vegetarians, vegans, and offer meat alternatives",56,26,7,23,19,3,3,13,37,23,4,10
3797,"Attract more GP Doctors",65,38,3,24,22,5,1,16,43,33,2,8
3798,"Real recycling service where you get a recycling can.",1,1,0,0,0,0,0,0,1,1,0,0
3799,"We need to emphasize public transit. This is a college town with thousands of students coming in every Fall thru Spring.",1,1,0,0,0,0,0,0,1,1,0,0
3800,"As our seniors lose their driving privileges, we must have good public transit for them to continue to have active lives.",1,1,0,0,0,0,0,0,1,1,0,0
3801,"Greater disposal services, such as a community dump open daily like Knoxville has, so you’re more easily able to dispose of large trash.",58,34,4,20,19,6,2,11,39,28,2,9
3802,"An area like downtown Knoxville, with many outdoor dining options, tied to farmers market, and upscale local retail connected to a walk thru",52,29,2,21,21,8,1,12,31,21,1,9
3803,"More ethnic cuisine",68,46,5,17,22,6,4,12,46,40,1,5
3804,"Increased funding for quality public school education, including AP classes and magnet-school career path training.",1,1,0,0,0,0,0,0,1,1,0,0
3805,"More dog friendly restaurants.",41,15,10,16,14,0,3,11,27,15,7,5
3806,"Make sure that the bus goes out to the senior citizen’s center at Ephraim White Park. Many seniors do not drive!",65,47,2,16,22,6,2,14,43,41,0,2
3807,"We need charter schools.",2,1,1,0,0,0,0,0,2,1,1,0
3808,"A city wide minimum wage increase to attract more skilled workers.",54,22,12,20,19,3,6,10,35,19,6,10
3809,"Grow BG attractions beyond chain restaurants and retail.",1,1,0,0,0,0,0,0,1,1,0,0
3810,"An intimate music venue like the Grove in Glasgow.",51,26,3,22,17,2,2,13,34,24,1,9
3811,"Entertainment for young professionals and people without children.",62,35,1,26,21,3,0,18,41,32,1,8
3812,"Large food halls like in Europe with upscale community style dining, showcasing local cuisine",59,31,4,24,20,5,2,13,39,26,2,11
3813,"Continue expanding medical training and education from University of Kentucky into the BG community.",61,38,2,21,21,7,1,13,40,31,1,8
3814,"Expand the indoor farmers market with larger eating areas",65,45,1,19,21,8,1,12,44,37,0,7
3815,"Better ways to deal with sinkholes- detection and preventing building on them",63,41,1,21,21,9,1,11,42,32,0,10
3816,"We should have a street in downtown Bowling Green that is closed to traffic - it's only for  walking to restaurants and retail",47,17,7,23,18,4,3,11,29,13,4,12
3817,"Penis",1,1,0,0,0,0,0,0,1,1,0,0
3818,"More public events not hosted by churches.",61,24,10,27,22,3,8,11,39,21,2,16
3819,"Blue Zone Community initiatives to support longevity and healthy living.",51,27,4,20,18,6,3,9,33,21,1,11
3820,"Jig Bonson",1,1,0,0,0,0,0,0,1,1,0,0
3821,"More crime",1,1,0,0,0,0,0,0,1,1,0,0
3822,"Idk",1,1,0,0,0,0,0,0,1,1,0,0
3823,"We will vote for more progressive healthcare policy to promote retention of physicians who train in KY but are afraid to work in red states",61,36,4,21,21,6,3,12,40,30,1,9
3824,"More accessible outdoor activities like kayaking, biking, hiking, rock climbing, etc",61,43,1,17,19,8,1,10,42,35,0,7
3825,"Landscaping debris removal.",53,27,2,24,16,6,0,10,37,21,2,14
3826,"A large dog park that is more than just a square of grass with no trees, benches or water features.",52,28,4,20,17,2,3,12,35,26,1,8
3827,"Health food centered grocery stores like Trader Joe's/ Whole foods/sprouts",1,1,0,0,0,0,0,0,1,1,0,0
3828,"Drive in movie theater",1,1,0,0,0,0,0,0,1,1,0,0
3829,"Dim sum restaurant",61,21,8,32,20,0,4,16,41,21,4,16
3830,"Alamo Drafthouse or something similar",37,6,6,25,12,1,1,10,25,5,5,15
3831,"Dave and Busters",1,1,0,0,0,0,0,0,1,1,0,0
3832,"More free indoor playgrounds",1,1,0,0,0,0,0,0,1,1,0,0
3833,"Specialized children's and fetal hospital",57,29,3,25,19,3,2,14,38,26,1,11
3834,"We need a prison here.",1,1,0,0,0,0,0,0,1,1,0,0
3835,"Premiere vision and hearing services: like for hearing tests and cochlear implants. Not everyone can go to Nashville or Louisville",60,33,2,25,19,1,2,16,41,32,0,9
3836,"Bowling green could be a lovely mini-Lexington if it prioritized things other than chain restaurants & retail and young family events",1,1,0,0,0,0,0,0,1,1,0,0
3837,"Independent book stores that are non religious",58,32,3,23,20,3,2,15,38,29,1,8
3838,"More warming and safe shelters for homeless people overnight for when the weather is bad. Like actually overnight, not just closing at 8pm.",61,36,4,21,19,4,3,12,42,32,1,9
3839,"Have the 10K at a park, not on public roads!",53,14,18,21,17,3,4,10,36,11,14,11
3840,"Invest in support programs for children with disabilities, such as Cincinnati’s school and job training programs for children with autism.",63,32,3,28,21,2,2,17,42,30,1,11
3841,"We need more school buildings. This will provide for smaller class size ratios which will make teachers happy. Happy teachers stay longer.",64,29,8,27,21,3,3,15,43,26,5,12
3842,"More schools. Schools to be separated in the following grades: Pre-K (3-4); K-4; intermediate 5-6; middle 7-9; high school 10-12",45,10,12,23,15,1,5,9,30,9,7,14
3843,"Improve medical care by reducing patient to provider ratio and requiring more stringent continuing education requirements.",58,28,2,28,20,4,2,14,38,24,0,14
3844,"Normalize holding children back a year, skipping a grade, and having an extra senior year.",36,12,7,17,12,1,4,7,24,11,3,10
3845,"Offer regular cancer education and screening opportunities. KY has the highest cancer incidence and mortality in the US. Let’s change that.",64,42,0,22,22,5,0,17,42,37,0,5
3846,"promote the display of rainbow flags and multicultural flags so that all feel welcome here.",53,21,15,17,18,2,8,8,35,19,7,9
3847,"Bowling green needs a secular private school, it would be better if it is low tech.",44,12,14,18,14,3,3,8,30,9,11,10
3848,"Cat cafes that work in conjunction with animal shelters",1,1,0,0,0,0,0,0,1,1,0,0
3849,"Large playground like the one in Owensboro",59,29,4,26,20,4,1,15,39,25,3,11
3850,"Birthing centers that work in conjunction with midwives, doulas, and MFM doctors",1,1,0,0,0,0,0,0,1,1,0,0
3851,"More/bigger Food co-ops working to reduce food deserts",58,36,1,21,20,1,1,18,38,35,0,3
3852,"More gluten free and vegan restaurants",1,1,0,0,0,0,0,0,1,1,0,0
3853,"Bring in a Microcenter. Its like bestbuy before it became a dumpster fire.",31,2,7,22,10,2,1,7,21,0,6,15
3854,"Ban diesel pickups or fine those who roll-coal. Its low class and unhygenic.",35,11,9,15,10,2,2,6,25,9,7,9
3856,"All the main road to BG should be like cemetery road. And cemetery road should use perennial flows, as it cuts down on maintenance.",1,1,0,0,1,1,0,0,0,0,0,0
3857,"The former BB&T bank on fountain square should be seized and turned to apartments with the adjectent space turned into a parklet.",45,18,4,23,14,4,2,8,31,14,2,15
3858,"SKyCTC should create certificates that are applicable to the careers available in town.",53,26,3,24,20,4,1,15,33,22,2,9
3859,"SKyCTC should not require frivolous classes like history and gender studies. The point of a tech school are practical skills not theory.",40,10,21,9,13,5,4,4,27,5,17,5
3860,"WKU should cut down on unccessary GenEd classes. School is already expensive for most of us. I don't care about Shakespeare.",39,6,18,15,12,3,2,7,27,3,16,8
3861,"The foreign owned groccery stores should market better and have their own websites where I can see the products they carry.",43,17,3,23,13,3,0,10,30,14,3,13
3862,"Noise pollution fines for boomers on Harleys and all low IQ bikers",1,1,0,0,1,1,0,0,0,0,0,0
3863,"BG2050 will expand dead end McJobs and our poverty rate will increase from 25.5% to 67.8%. We will all work for Arbys and Walmart.",33,2,21,10,12,1,4,7,21,1,17,3
3864,"Will actually try to prevent slumlords.",65,47,2,16,20,6,2,12,45,41,0,4
3865,"High speed rail from BG to Nashville/Louisville. A direct connection to BNA airport.",1,1,0,0,0,0,0,0,1,1,0,0
3866,"My feeling is that we have accepted enough refugees that affects our school systems",1,1,0,0,0,0,0,0,1,1,0,0
3867,"A dedicated website showing events, activities, sports sign ups, programs in one spot.  Like a 211 but online instead of separate advrtsngs",60,32,2,26,21,3,1,17,39,29,1,9
3868,"Have WKU basketball and football allow fans to move down to lower seats after the first 10 minutes are over",38,9,6,23,12,1,2,9,26,8,4,14
3869,"As subdivisions get annexed, make sure the roads to those subdivisions are upgraded.   Currently lots of traffic on those narrow roads.",52,29,2,21,15,5,0,10,37,24,2,11
3870,"Community Centers will offer affordable daycare programs.",58,34,2,22,18,2,2,14,40,32,0,8
3872,"Trader Joe’s or Whole Foods.",1,1,0,0,0,0,0,0,1,1,0,0
3873,"More healthcare catered to the pediatric patients such as a pediatric ER.",1,1,0,0,0,0,0,0,1,1,0,0
3874,"I hope that local and state police will actively pursue criminals instead of ignoring them.",37,11,1,25,12,3,0,9,25,8,1,16
3875,"The City of Bowling Green should purchase all of the floodplains within its jurisdiction to ensure that unscrupulous developers can't build at-risk homes there.",55,22,9,24,18,3,1,14,37,19,8,10
3876,"We will have a 24/7 diner!",52,28,1,23,17,4,1,12,35,24,0,11
3877,"We will have murals, statues. and other artwork downtown from WKU faculty and student artists.",66,41,8,17,22,3,5,14,44,38,3,3
3878,"With the growing population, it will be imperative to develop a better traffic flow.May need to look at below ground utilities for expansion",0,0,0,0,0,0,0,0,0,0,0,0
3879,"In 2050, Bowling Green and surrounding communities will support WKU rather than University of Louisville or University of Kentucky.",47,20,7,20,16,5,2,9,31,15,5,11
3880,"In the future, WKU events will be more family friendly and affordable.",53,26,1,26,19,5,0,14,34,21,1,12
3881,"In the future, Bowling Green will have more entertainment for couples!",59,29,2,28,20,3,1,16,39,26,1,12
3882,"I hope Bowling Green continues to support SKyPAC and its resident companies.",60,36,3,21,21,4,2,15,39,32,1,6
3883,"We need a place where single mothers can all come together and share their tales.",50,24,3,23,15,3,2,10,35,21,1,13
3884,"Bike paths and more sidewalks. Walkability!",1,1,0,0,0,0,0,0,1,1,0,0
3885,"We need to get rid of cell phones and install more phone booths like in England.",35,1,19,15,11,0,3,8,24,1,16,7
3886,"We need a Planned Parenthood",69,31,19,19,23,5,10,8,46,26,9,11
3887,"We will have a public Montessori school!",38,14,6,18,11,2,2,7,27,12,4,11
3888,"We will have a public nature-based school!",48,21,9,18,14,4,1,9,34,17,8,9
3889,"I would love to see public schools move away from chromebooks and screens and get kids outside, moving, with some practical life lessons.",65,43,4,18,20,10,0,10,45,33,4,8
3890,"Bowling Green will have arcade rooms.",43,14,3,26,15,2,0,13,28,12,3,13
3891,"Bowling Green will have a Main Event.",34,6,6,22,9,1,0,8,25,5,6,14
3892,"We will have a greenway trail all around the outskirts of BG.",62,44,3,15,22,9,3,10,40,35,0,5
3893,"Bowling Green will have an indoor basketball/gym that leagues cannot rent. It will be open gym only.",42,14,4,24,12,1,1,10,30,13,3,14
3894,"In the future, I hope ALL areas of BG are clean and decorated and not just the fancy neighborhoods/parts of town.",60,42,0,18,19,7,0,12,41,35,0,6
3895,"I’d like to see more outdoor walkable retail/recreational spaces, more greenery, less visible utilities.",0,0,0,0,0,0,0,0,0,0,0,0
3896,"Healthier grocery stores, healthier restaurants",0,0,0,0,0,0,0,0,0,0,0,0
3897,"In 2050, Bowling Green will have no city taxes. City taxes are a scam.
",30,4,14,12,10,2,2,6,20,2,12,6
3898,"BG will provide a 7-day market for local produce, like Flealand.",51,22,3,26,17,3,1,13,34,19,2,13
3899,"Bowling Green will have a Malibu Jack's.",25,1,9,15,8,1,3,4,17,0,6,11
3900,"In 2050, all members of our Planning Commission will have a vote.",35,13,0,22,10,2,0,8,25,11,0,14
3901,"Bowling Green make its city limits larger.",32,8,7,17,12,2,2,8,20,6,5,9
3902,"Legalize recreational cannabis",2,0,1,1,1,0,1,0,1,0,0,1
3903,"We will remove hostile architecture for our unhoused people.",39,13,3,23,15,2,1,12,24,11,2,11
3904,"We will implement harm reduction centers for our unhoused people.",53,23,3,27,17,1,2,14,36,22,1,13
3905,"In the future, we will have fewer factories in Bowling Green.",29,2,11,16,11,0,4,7,18,2,7,9
3906,"Bowling Green will not have any more coffee shops.",37,6,15,16,12,1,2,9,25,5,13,7
3907,"Bowling Green will not have any more chicken places.",33,4,12,17,11,2,1,8,22,2,11,9
3908,"Bowling Green will not have any more Dollar General or Dollar Tree stores.",50,16,12,22,15,3,4,8,35,13,8,14
3909,"NO NORTHERN BYPASS!!!!!!",1,1,0,0,1,1,0,0,0,0,0,0
3910,"We will have an aerial obstacle course in the Bowling Green area.",40,9,7,24,13,2,2,9,27,7,5,15
3911,"In 2050 you have to have an minimum IQ test level to vote",32,3,18,11,10,1,2,7,22,2,16,4
3912,"Local Engineers actually design subdivisions that work",1,1,0,0,1,1,0,0,0,0,0,0
3913,"Bowling Green needs a jungle drum and bass (DnB) music scene.",31,3,9,19,12,0,3,9,19,3,6,10
3914,"More focus on those who don't get government help but for whom the cost of living is keeping them stuck or drowning.",53,28,4,21,19,4,0,15,34,24,4,6
3915,"Bowling Green should do more to educate people about the many cultures here.",58,36,5,17,19,2,4,13,39,34,1,4
3916,"We need to encourage competition among electricity utilities.",41,15,4,22,14,2,1,11,27,13,3,11
3918,"We become less reliant on volunteer fire departments for fire protection and emergency services. Hire full-time professional firefighters.",1,1,0,0,1,1,0,0,0,0,0,0
3919,"More pickleball courts",1,1,0,0,1,1,0,0,0,0,0,0
3920,"I’d like to see the return of high school championships. Football, girls basketball, softball, baseball, etc. to provide source of tourism",56,23,10,23,20,5,3,12,36,18,7,11
3921,"The creation of a community turf sports complex to host soccer and summer football games",1,1,0,0,1,1,0,0,0,0,0,0
3922,"Community indoor pool for winter months.",1,1,0,0,1,1,0,0,0,0,0,0
3923,"Nothing much will really change. BG doesn't have the human capital, or capital to make substantial needed changes. 25 more years of mediocre",37,4,23,10,9,3,0,6,28,1,23,4
3924,"Creating a campground at Shanty Hollow Lake. To include tent camping, RV access, and glamping.",52,26,4,22,16,5,1,10,36,21,3,12
3925,"Bowling Green will become a safe-haven and sanctuary city for the marginalized and dispossessed.",60,23,17,20,19,1,7,11,41,22,10,9
3926,"Bowling Green will host many temples and places of worship of all kinds.",57,25,9,23,16,2,4,10,41,23,5,13
3927,"Adding a science/adventure museum would be an asset to this community. Low cost/seasonal passes/local concessions",1,1,0,0,0,0,0,0,1,1,0,0
3928,"It would be great to see more activities added throughout town such as a nice indoor putt putt, lazer tag, arcade (or barcade), etc.",1,1,0,0,0,0,0,0,1,1,0,0
3929,"More unique restaurants/food experiences! We have to start supporting our local chefs so that we don’t lose them to big cities.",1,1,0,0,0,0,0,0,1,1,0,0
3930,"More paved walking trails to promote a healthy lifestyle",1,1,0,0,1,1,0,0,0,0,0,0
3931,"Have a free recycling program",64,42,3,19,23,9,2,12,41,33,1,7
3932,"Pay the school teachers a better salary.  Yes, taxes will need to increase but the children’s education will be better.",1,1,0,0,1,1,0,0,0,0,0,0
3933,"Get rid of the access road on Scottsville road and make Scottsville Road wider instead",1,1,0,0,1,1,0,0,0,0,0,0
3934,"A container park w/ a variety of food options (healthy ones too) a bar, & a cool space to hang out for everyone including families and dogs",50,24,5,21,14,4,1,9,36,20,4,12
3935,"More dog friendly restaurants and bars.",1,1,0,0,0,0,0,0,1,1,0,0
3936,"Trader Joe’s, Whole Foods, Sprouts, or Fresh Thyme would be massive upgrades to add here.",1,1,0,0,0,0,0,0,1,1,0,0
3937,"Homelessness will not be an issue or at least less of an issue than it is now",1,1,0,0,1,1,0,0,0,0,0,0
